,song_name,lyrics,popularity,release_data,duration,explicit,danceability,energy,loudness,modality,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,stop_word_count,word_count,line_count,avg_words_per_line,cleaned_lyrics,number_of_unique_words,month,year,day
274,Down Came The Rain,"Here in my mind the sky looks the same
On every day you loved me
When we started home it started to rain
You put your coat around me
We stood there in the road
You held me so close
But did you ever let go

Down came the rain
Lightning and thunder
We tried in vain
To hold on to each other
Winds of change blew you away from me
Right here right now I feel it on my skin
The bitter sting of what we couldve been
Just when our love was like a burning flame
Down came the rain

In through the window I see her with you
Im soaked to the skin youre warm and dry
I guess the storm is over for you
But look at the tears here in my eyes
I just stood there like a ghost
As you held her so close
And as I let you go

Down came the rain
Lightning and thunder
We tried in vain
To hold on to each other
Winds of change blew you away from me
Love like this changes who you are
Every kiss you gave me is a scar
Just when our love was like a burning flame
Down came the rain

All I need is to move on fast
But all I want is to have you back
And it just keeps falling

Down came the rain
Lightning and thunder
We tried in vain
To hold on to each other
Winds of change blew you away from me
Right here right now I feel it on my skin
The bitter sting of what we couldve been
Just when our love was like a burning flame
Down came the rain

Down came the rain
",27,2019-11-01,208093,False,0.548,0.823,-7.313,1,0.037,0.105,0.914,0.651,0.574,114.02,4,116,247,45,5.488888888888889,"Here mind sky looks same
On every day loved me
When started home started rain
You put coat around me
We stood road
You held close
But ever let go

Down came rain
Lightning thunder
We tried vain
To hold other
Winds change blew away me
Right right I feel skin
The bitter sting couldve been
Just love like burning flame
Down came rain

In window I see you
Im soaked skin youre warm dry
I guess storm you
But look tears eyes
I stood like ghost
As held close
And I let go

Down came rain
Lightning thunder
We tried vain
To hold other
Winds change blew away me
Love like changes are
Every kiss gave scar
Just love like burning flame
Down came rain

All I need move fast
But I want back
And keeps falling

Down came rain
Lightning thunder
We tried vain
To hold other
Winds change blew away me
Right right I feel skin
The bitter sting couldve been
Just love like burning flame
Down came rain

Down came rain
",122,11,2019,1
275,Drops Of Jupiter,"Spoken You know you guys have a lot of amazing bands from this part of the world did you know that

Well now hes back in the atmosphere
With drops of Jupiter in his hair hey hey
He walks like summer and talks like rain
Reminds me that theres time to change hey hey
Since his return from the stay on the moon
He listens like spring and he talks like June hey hey 

Tell me did you sail across the sun
Did you make it to the Milky Way to see the lights are faded
That heaven is overrated 

Tell me did you fall for a shooting star
One without a permanent scar
And did you miss me while you were looking for yourself out there 

Well now hes back from that soul vacation
Chasing his way through the constellation hey hey
He checks out Mozart while he does taebo
Reminds me that theres room to grow hey hey 

Well now hes back in the atmosphere
Im afraid that he might think of me as plain ol Jane
Told a story about a man who is too afraid to fly so he never did land 

Tell me did the wind sweep you off your feet
Did you finally get the chance to dance along in the light of day
Head back to the Milky Way
And tell me did Venus blow your mind
Was it everything you wanted to find
And did you miss me while you were looking for yourself out there

Can you imagine no love pride deepfried chicken
Your best friend always sticking up for you even when I know youre wrong
Can you imagine no first dance freeze dried romance fivehour phone conversation
The best soy latte that you ever had and me

Tell me did the wind sweep you off your feet
Did you finally get the chance to dance along in the light of day
Head back to the Milky Way
And tell me did you fall for a shooting star
One without a permanent scar
And did you miss me while you were looking for yourself

Na na na na na na na na na na na na naaa oh oh ohhh
Na na na na na na na na na na na na naaa oh oh ohhh

Can you imagine no love pride deepfried chicken
Your best friend always sticking up for you even when I know youre wrong
Can you imagine no first dance freeze dried romance fivehour phone conversation
The best soy latte that you ever had and me
",52,2010-10-25,315173,False,0.374,0.504,-8.407,1,0.0392,0.806,0.0,0.76,0.27,109.025,5,166,394,42,9.380952380952381,"Spoken You know guys lot amazing bands part world know that

Well hes back atmosphere
With drops Jupiter hair hey hey
He walks like summer talks like rain
Reminds theres time change hey hey
Since return stay moon
He listens like spring talks like June hey hey 

Tell sail across sun
Did make Milky Way see lights faded
That heaven overrated 

Tell fall shooting star
One without permanent scar
And miss looking 

Well hes back soul vacation
Chasing way constellation hey hey
He checks Mozart taebo
Reminds theres room grow hey hey 

Well hes back atmosphere
Im afraid might think plain ol Jane
Told story man afraid fly never land 

Tell wind sweep feet
Did finally get chance dance along light day
Head back Milky Way
And tell Venus blow mind
Was everything wanted find
And miss looking there

Can imagine love pride deepfried chicken
Your best friend always sticking even I know youre wrong
Can imagine first dance freeze dried romance fivehour phone conversation
The best soy latte ever me

Tell wind sweep feet
Did finally get chance dance along light day
Head back Milky Way
And tell fall shooting star
One without permanent scar
And miss looking yourself

Na na na na na na na na na na na na naaa oh oh ohhh
Na na na na na na na na na na na na naaa oh oh ohhh

Can imagine love pride deepfried chicken
Your best friend always sticking even I know youre wrong
Can imagine first dance freeze dried romance fivehour phone conversation
The best soy latte ever me
",171,10,2010,25
276,Eyes Open,"Everybodys waiting
Everybodys watching
Even when youre sleeping
Keep your eyeyes open

The tricky thing
Is yesterday we were just children
Playing soldiers
Just pretending
Dreaming dreams with happy endings
In backyards winning battles with our wooden swords
But now weve stepped into a cruel world
Where everybody stands and keeps score

Keep your eyes open

Everybodys waiting for you to break down
Everybodys watching to see the fallout
Even when youre sleeping sleeping
Keep your eyeyes open
Keep your eyeyes open
Keep your eyeyes open

So here you are two steps ahead and staying on guard
Every lesson forms a new scar
They never thought youd make it this far
But turn around turn around oh theyve surrounded you
Its a showdown showdown and nobody comes to save you now
But youve got something they dont
Yeah youve got something they dont
Youve just gotta keep your eyes open

Everybodys waiting for you to break down
Everybodys watching to see the fallout
Even when youre sleeping sleeping
Keep your eyeyes open
Keep your eyeyes open
Keep your eyeyes

Keep your feet ready
Heartbeat steady
Keep your eyes open
Keep your aim locked
The night goes dark
Keep your eyes open

Keep your eyeyes open
Keep your eyeyes open
Keep your eyeyes open
Keep your eyeyes open

Everybodys waiting for you to break down
Everybodys watching to see the fallout
Even when youre sleeping sleeping

Keep your eyeyes open
Keep your eyeyes open
Keep your eyeyes open
Keep your eyeyes open
Keep your eyeyes open
",76,2021-11-12,243264,False,0.566,0.773,-6.976,1,0.0356,0.000818,0.00103,0.184,0.256,137.048,4,66,205,51,4.019607843137255,"Everybodys waiting
Everybodys watching
Even youre sleeping
Keep eyeyes open

The tricky thing
Is yesterday children
Playing soldiers
Just pretending
Dreaming dreams happy endings
In backyards winning battles wooden swords
But weve stepped cruel world
Where everybody stands keeps score

Keep eyes open

Everybodys waiting break down
Everybodys watching see fallout
Even youre sleeping sleeping
Keep eyeyes open
Keep eyeyes open
Keep eyeyes open

So two steps ahead staying guard
Every lesson forms new scar
They never thought youd make far
But turn around turn around oh theyve surrounded you
Its showdown showdown nobody comes save now
But youve got something dont
Yeah youve got something dont
Youve gotta keep eyes open

Everybodys waiting break down
Everybodys watching see fallout
Even youre sleeping sleeping
Keep eyeyes open
Keep eyeyes open
Keep eyeyes

Keep feet ready
Heartbeat steady
Keep eyes open
Keep aim locked
The night goes dark
Keep eyes open

Keep eyeyes open
Keep eyeyes open
Keep eyeyes open
Keep eyeyes open

Everybodys waiting break down
Everybodys watching see fallout
Even youre sleeping sleeping

Keep eyeyes open
Keep eyeyes open
Keep eyeyes open
Keep eyeyes open
Keep eyeyes open
",109,11,2021,12
277,Eyes Open (Taylor's Version),"Everybodys waiting
Everybodys watching
Even when youre sleeping
Keep your eyes open

The tricky thing
Is yesterday we were just children
Playing soldiers just pretending
Dreaming dreams with happy endings
In backyards
Winnin battles with our wooden swords
But now weve stepped into a cruel world
Where everybody stands and keeps score

Keep your eyes open

Everybodys waitin for you to break down
Everybodys watchin to see the fallout
Even when youre sleepin sleepin
Keep your eyes open

Keep your eyes open
Keep your eyes open

So here you are
Two steps ahead and stayin on guard
Every lesson forms a new scar
They never thought youd make it this far
But turn around Turn around
Oh theyve surrounded you its a showdown Showdown
And nobody comes to save you now
But you got somethin they dont
Yeah you got somethin they dont

You just gotta keep your eyes open

Everybodys waitin for you to break down
Everybodys watchin to see the fallout
Even when youre sleepin sleepin
Keep your eyes open

Keep your eyes open
Keep your eyes

Keep your feet ready heartbeat steady
Keep your eyes open
Keep your aim locked the night goes dark
Keep your eyes open
Keep your eyes open
Keep your eyes open
Keep your eyes open
Keep your eyes open

Everybodys waitin for you to break down
Everybodys watchin to see the fallout
Even when youre sleepin sleepin
Keep your eyes open

Keep your eyes open
Keep your eyes open
Keep your eyes open
Keep your eyes open
",76,2021-11-12,243264,False,0.566,0.773,-6.976,1,0.0356,0.000818,0.00103,0.184,0.256,137.048,4,70,205,51,4.019607843137255,"Everybodys waiting
Everybodys watching
Even youre sleeping
Keep eyes open

The tricky thing
Is yesterday children
Playing soldiers pretending
Dreaming dreams happy endings
In backyards
Winnin battles wooden swords
But weve stepped cruel world
Where everybody stands keeps score

Keep eyes open

Everybodys waitin break down
Everybodys watchin see fallout
Even youre sleepin sleepin
Keep eyes open

Keep eyes open
Keep eyes open

So are
Two steps ahead stayin guard
Every lesson forms new scar
They never thought youd make far
But turn around Turn around
Oh theyve surrounded showdown Showdown
And nobody comes save now
But got somethin dont
Yeah got somethin dont

You gotta keep eyes open

Everybodys waitin break down
Everybodys watchin see fallout
Even youre sleepin sleepin
Keep eyes open

Keep eyes open
Keep eyes

Keep feet ready heartbeat steady
Keep eyes open
Keep aim locked night goes dark
Keep eyes open
Keep eyes open
Keep eyes open
Keep eyes open
Keep eyes open

Everybodys waitin break down
Everybodys watchin see fallout
Even youre sleepin sleepin
Keep eyes open

Keep eyes open
Keep eyes open
Keep eyes open
Keep eyes open
",112,11,2021,12
278,Fall Back On You,"Isnt it funny how many times we can say
Weve drawn the line crossed it out turned the page
And moved on
Thats what we thought
But here I am in the same old car
Having myself another same old browneyed thought
Uh oh uh oh

I wont tell nobody
I wont tell my friends
Well just drive down this road til the one were on ends
And well tell each other things like I need you

You and me
Baby this is what we do
I finally see
There are people you just come back to
So fall back on me
Ill fall back on you

We always let someone come in between
Talk around the truth and never say what we mean
Look at all this wasted time

You wont tell nobody
I wont tell my friends
Well just drive down this road and pray it doesnt end
And well tell each other things like I love you

You and me
Baby this is what we do
I finally see
There are people that you come back to
So fall back on me
Ill fall back on you

Maybe well last
Maybe we wont
Maybe well stop talking and Ill haunt you like a ghost
But just maybe you belong with me

You and me
Baby this is what we do
I finally see
There are people that you come back to
So fall back on me
Baby Ill fall back on you
Fall back on me
Baby baby Ill fall back on you
Fall back on you ooh ooh
Fall back on you
",60,2003-08-19,223227,False,0.525,0.989,-1.438,1,0.0527,0.00244,0.0,0.123,0.504,104.069,4,84,223,44,5.068181818181818,"Isnt funny many times say
Weve drawn line crossed turned page
And moved on
Thats thought
But I old car
Having another old browneyed thought
Uh oh uh oh

I wont tell nobody
I wont tell friends
Well drive road til one ends
And well tell things like I need you

You me
Baby do
I finally see
There people come back to
So fall back me
Ill fall back you

We always let someone come between
Talk around truth never say mean
Look wasted time

You wont tell nobody
I wont tell friends
Well drive road pray doesnt end
And well tell things like I love you

You me
Baby do
I finally see
There people come back to
So fall back me
Ill fall back you

Maybe well last
Maybe wont
Maybe well stop talking Ill haunt like ghost
But maybe belong me

You me
Baby do
I finally see
There people come back to
So fall back me
Baby Ill fall back you
Fall back me
Baby baby Ill fall back you
Fall back ooh ooh
Fall back you
",110,8,2003,19
279,Firefly,"Someone struck a match against the night
All I could see was you and I
I was captivated
A perfect little dream inside my head
And then reality crept in and erased it

For a while I thought that I could hold you
But you were just a temporary high

Firefly you drew me to you
Your beauty shines and lights up the sky
And you dont know it do you
I wish I could keep you firefly
Firefly

Something so beautiful and free
Was as never meant to be caged in
I thought I had you in my hand
I tried to catch you but I cant
Chase the wind

And just as I reach out to touch you
I remind myself you were meant to fly

Firefly you drew me to you
Your beauty shines and lights up the sky
And you dont know it do you
I wish I could keep you firefly
Firefly

I like to think Id be all that you wanted
Not even that is enough

Firefly you drew me to you
Your beauty shines and lights up the sky
And you dont know it do you
I wish I could keep you
I wish I could keep you firefly
Firefly
",52,2019-08-09,151718,True,0.731,0.523,-5.781,1,0.0396,0.31,0.0,0.164,0.367,139.957,5,76,176,32,5.5,"Someone struck match night
All I could see I
I captivated
A perfect little dream inside head
And reality crept erased it

For I thought I could hold you
But temporary high

Firefly drew you
Your beauty shines lights sky
And dont know you
I wish I could keep firefly
Firefly

Something beautiful free
Was never meant caged in
I thought I hand
I tried catch I cant
Chase wind

And I reach touch you
I remind meant fly

Firefly drew you
Your beauty shines lights sky
And dont know you
I wish I could keep firefly
Firefly

I like think Id wanted
Not even enough

Firefly drew you
Your beauty shines lights sky
And dont know you
I wish I could keep you
I wish I could keep firefly
Firefly
",88,8,2019,9
280,For You,"It wouldve been nice to see you coming
But that wouldve ruined the surprise
It wouldve been nice to have a picture perfect world
But then the truth would hurt my eyes
It wouldve been good for you to be there
And every time you always would
Everything seems to have a picture perfect time
And nothing seems to be a blur

Its hard to see a picture drop before it hits the ground
Its nice to know youre here and youre helping me down
But you were always there when I needed
You would always see me clearly
And you were never looking for a thank you
Im saying one for you

Wouldve been cool to never fall down
But then I never wouldve seen
The power isnt with the picture perfect person
You told me better things to come from in between

Its hard to see a picture drop before it hits the ground
Its nice to know youre here and youre helping me down
But you were always there when I needed
You would always see me clearly
And you were never looking for a thank you
Im saying one saying one saying one for you

It wouldve been nice to see you coming
But that wouldve ruined the surprise
It wouldve been nice to have a picture perfect world
But then the truth would hurt my eyes

But you were always there when I needed
You would always see me clearly
And you were never looking for a thank you
Im saying one for you
",76,2019-08-23,170640,False,0.664,0.316,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,4,93,228,32,7.125,"It wouldve nice see coming
But wouldve ruined surprise
It wouldve nice picture perfect world
But truth would hurt eyes
It wouldve good there
And every time always would
Everything seems picture perfect time
And nothing seems blur

Its hard see picture drop hits ground
Its nice know youre youre helping down
But always I needed
You would always see clearly
And never looking thank you
Im saying one you

Wouldve cool never fall down
But I never wouldve seen
The power isnt picture perfect person
You told better things come between

Its hard see picture drop hits ground
Its nice know youre youre helping down
But always I needed
You would always see clearly
And never looking thank you
Im saying one saying one saying one you

It wouldve nice see coming
But wouldve ruined surprise
It wouldve nice picture perfect world
But truth would hurt eyes

But always I needed
You would always see clearly
And never looking thank you
Im saying one you
",78,8,2019,23
281,Gracie,"My names Gracie
Ill be five in May
Kind of scared cause
Ive never been on a plane
My mama says that itll be alright
Cause Im going to see my daddy tonight
And she says that

Theres a whole a lot of good people in heaven
And I dont wanna get there too soon
And I know theres a God because I met him
And I see it when Im looking at you
There aint no accidents in what we do

My names Heather
Guess were on the same flight
Dont mind Gracie
She could talk to you all night
Shes finally well enough to travel
Doctor says shes in the clear
Shes been in and out of hospital
Since the beginning of the year

Theres a whole a lot of good people in heaven
And I dont wanna get there too soon
And I know theres a God because I met him
And I see it when Im looking at you
There aint no accidents in what we do

James T Johnson
Thats her daddys name
Hes been overseas
Itll be a year today
He never talked about being scared over the phone
He just said me and Gracie will come and take him on

Theres a whole a lot of good people in heaven
And I dont wanna get there too soon
And I know theres a God because I met him
And I see it when Im looking at you
There aint no accidents in what we do

And the people that we meet
As we go through the rain
There are no accidents in what we do
",71,2021-11-12,295413,False,0.594,0.713,-5.314,1,0.0503,0.000328,0.0,0.114,0.328,129.958,4,99,234,39,6.0,"My names Gracie
Ill five May
Kind scared cause
Ive never plane
My mama says itll alright
Cause Im going see daddy tonight
And says that

Theres whole lot good people heaven
And I dont wanna get soon
And I know theres God I met him
And I see Im looking you
There aint accidents do

My names Heather
Guess flight
Dont mind Gracie
She could talk night
Shes finally well enough travel
Doctor says shes clear
Shes hospital
Since beginning year

Theres whole lot good people heaven
And I dont wanna get soon
And I know theres God I met him
And I see Im looking you
There aint accidents do

James T Johnson
Thats daddys name
Hes overseas
Itll year today
He never talked scared phone
He said Gracie come take on

Theres whole lot good people heaven
And I dont wanna get soon
And I know theres God I met him
And I see Im looking you
There aint accidents do

And people meet
As go rain
There accidents do
",120,11,2021,12
282,Her,"Shes real pretty if youre into that brunette
Looks good without any makeup on
Green eyes kind of thing
Uh huh
Shes spontaneous she aint afraid of anything
Shes not the jealous type
Shes the type you give a diamond ring

And I came along just after she walked out
Picking up the pieces til Ive figured out

Theres a girl that you want
Shes everything that I am not
And you cant stop thinking about her
Theres a thin little line
And its like you cross it every time
When you cant stop thinking about her

She came from a really small town
She liked to watch football with you
Well Id learn football too if you wanted me to
Uh huh
Shes really good with babies shed be a great mother
She said I should really meet her sometime
Uh huh

Its getting old I wonder if youve seen
The favorite conversations killing me

Theres a girl that you want
Shes everything that I am not
And you cant stop thinking about her
Theres a thin little line
And its like you cross it every time
When you cant stop thinking about her

Dont you know I was a 40 in school
",95,2022-10-21,200690,False,0.637,0.643,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,4,61,174,31,5.612903225806452,"Shes real pretty youre brunette
Looks good without makeup on
Green eyes kind thing
Uh huh
Shes spontaneous aint afraid anything
Shes jealous type
Shes type give diamond ring

And I came along walked out
Picking pieces til Ive figured out

Theres girl want
Shes everything I not
And cant stop thinking her
Theres thin little line
And like cross every time
When cant stop thinking her

She came really small town
She liked watch football you
Well Id learn football wanted to
Uh huh
Shes really good babies shed great mother
She said I really meet sometime
Uh huh

Its getting old I wonder youve seen
The favorite conversations killing me

Theres girl want
Shes everything I not
And cant stop thinking her
Theres thin little line
And like cross every time
When cant stop thinking her

Dont know I 40 school
",110,10,2022,21
283,Honey Baby,"I think of you every single evening
As I lay awake at night
I try to think try to walk away with youme in
And I say

Honey baby dont do anything crazy around us
Say that everything will be fine
Oh honey baby oh
How can you blame me
When I say I wanna make you mine
Cause everybody else in the world is driving me crazy
Except you honey baby
Oh

Flying high I can see his smiling
As we walk down by the drives
Take my hand take my breath away
Cause you make me feel like flying

Honey baby dont do anything crazy around us
Say that everything will be fine
Oh honey baby oh
How can you blame me
When I say I wanna make you mine
Cause everybody else in the world is driving me crazy
Except you honey baby

Oh you are everything Ill ever need
Oh you are everything I wanna be
Drive me crazy have me baby
All I really wanna say is

Honey baby dont do anything crazy around us
Say that everything will be fine
Oh honey baby oh
How can you blame me
When I say I wanna make you mine
Cause everybody else in the world is driving me crazy
Except you honey baby
",55,1999-01-01,231897,False,0.504,0.446,-11.098,1,0.0572,0.118,0.0,0.039,0.67,69.963,4,59,184,34,5.411764705882353,"I think every single evening
As I lay awake night
I try think try walk away youme in
And I say

Honey baby dont anything crazy around us
Say everything fine
Oh honey baby oh
How blame me
When I say I wanna make mine
Cause everybody else world driving crazy
Except honey baby
Oh

Flying high I see smiling
As walk drives
Take hand take breath away
Cause make feel like flying

Honey baby dont anything crazy around us
Say everything fine
Oh honey baby oh
How blame me
When I say I wanna make mine
Cause everybody else world driving crazy
Except honey baby

Oh everything Ill ever need
Oh everything I wanna be
Drive crazy baby
All I really wanna say is

Honey baby dont anything crazy around us
Say everything fine
Oh honey baby oh
How blame me
When I say I wanna make mine
Cause everybody else world driving crazy
Except honey baby
",79,1,1999,1
284,Hopelessly Devoted To You,"Guess mine is not the first heart broken
My eyes are not the first to cry
Im not the first to know
Theres just no getting over you

You know Im just a fool whos willing
To sit around and wait for you
But baby cant you see
Theres nothing else for me to do
Im hopelessly devoted to you

But now theres nowhere to hide
Since you pushed my love aside
Im out of my head
Hopelessly devoted to you
Hopelessly devoted to you
Hopelessly devoted to you

My head is saying Fool forget him
My heart is saying Dont let go
Hold on til the end
And thats what I intend to do
Im hopelessly devoted to you

But now theres nowhere to hide
Since you pushed my love aside
Im out of my head
Hopelessly devoted to you
Hopelessly devoted to you
Hopelessly devoted to you
",71,1978-04-04,185360,False,0.59,0.338,-13.101,0,0.03,0.292,0.0131,0.121,0.322,110.581,3,49,124,26,4.769230769230769,"Guess mine first heart broken
My eyes first cry
Im first know
Theres getting you

You know Im fool whos willing
To sit around wait you
But baby cant see
Theres nothing else do
Im hopelessly devoted you

But theres nowhere hide
Since pushed love aside
Im head
Hopelessly devoted you
Hopelessly devoted you
Hopelessly devoted you

My head saying Fool forget him
My heart saying Dont let go
Hold til end
And thats I intend do
Im hopelessly devoted you

But theres nowhere hide
Since pushed love aside
Im head
Hopelessly devoted you
Hopelessly devoted you
Hopelessly devoted you
",71,4,1978,4
285,I Heart ?,"Wish I had concentrated
They said love was complicated
But its something I just fell into
And it was overrated
But just look what I created
I keep my life in black and blue
Before you ask me if Im alright
Think about what I had to do ooh yeah

Wake up and smell the breakup
Fix my heart put on my makeup
Another mess I didnt plan
And Ill bet you thought you beat me
Wish you could only see
I got an I heart question mark
Written on the back of my hand

Ill be fine if you just walk by
But you had to talk about why
You were wrong and I was right
But I cant believe you made me
Sit at home cry like a baby
Wait right by the phone every night

And now you ask about you and I
Theres no you and I
Remember what you put me through

I had to wake up and smell the breakup
Fix my heart put on my makeup
Another mess I didnt plan
And Ill bet you thought you beat me
Wish you could only see
I got an I heart question mark
Written on the back of my hand

And when youre home all alone at night
Youll still wonder why
You took everything I had oh baby
I havent thought about you and I
Theres no you and I
And I know someday you will

Wake up and smell the breakup
Realize that we wont makeup
It didnt go the way you planned
And youll know you didnt beat me
When you look down and see
I got an I heart question mark written on the back of my hand

Written on the back of my hand
An I heart question mark yeah
Written on the back of my hand
",23,2010-10-25,45139,False,0.706,0.317,-14.093,0,0.934,0.875,0.0,0.218,0.784,104.978,5,113,262,46,5.695652173913044,"Wish I concentrated
They said love complicated
But something I fell into
And overrated
But look I created
I keep life black blue
Before ask Im alright
Think I ooh yeah

Wake smell breakup
Fix heart put makeup
Another mess I didnt plan
And Ill bet thought beat me
Wish could see
I got I heart question mark
Written back hand

Ill fine walk by
But talk why
You wrong I right
But I cant believe made me
Sit home cry like baby
Wait right phone every night

And ask I
Theres I
Remember put through

I wake smell breakup
Fix heart put makeup
Another mess I didnt plan
And Ill bet thought beat me
Wish could see
I got I heart question mark
Written back hand

And youre home alone night
Youll still wonder why
You took everything I oh baby
I havent thought I
Theres I
And I know someday will

Wake smell breakup
Realize wont makeup
It didnt go way planned
And youll know didnt beat me
When look see
I got I heart question mark written back hand

Written back hand
An I heart question mark yeah
Written back hand
",127,10,2010,25
286,I Knew You Were Trouble (Music-Video Version),"I think  I think when its all over
It just comes back in flashes you know
Its like a kaleidoscope of memories
It just all comes back But he never does
I think part of me knew the second I saw him that this would happen
Its not really anything he said or anything he did
It was the feeling that came along with it
And the crazy thing is I dont know if Im ever gonna feel that way again
But I dont know if I should
I knew his world moved too fast and burned too bright
But I just thought how can the devil be pulling you toward someone who looks so much like an angel when he smiles at you
Maybe he knew that when he saw me
I guess I just lost my balance
I think that the worst part of it all wasnt losing him
It was losing me

Once upon a time a few mistakes ago
I was in your sights you got me alone
You found me you found me you found me
I guess you didnt care and I guess I liked that
And when I fell hard you took a step back
Without me without me without me

And hes long gone when hes next to me
And I realize the blame is on me

Cause I knew you were trouble when you walked in
So shame on me now
Flew me to places Id never been
Til you put me down oh
I knew you were trouble when you walked in
So shame on me now
Flew me to places Id never been
Now Im lying on the cold hard ground
Oh oh trouble trouble trouble
Oh oh trouble trouble trouble

No apologies Hell never see you cry
Pretends he doesnt know that hes the reason why
Youre drowning youre drowning youre drowning
Now I heard you moved on from whispers on the street
A new notch in your belt is all Ill ever be
And now I see now I see now I see

He was long gone when he met me
And I realize the joke is on me yeah

I knew you were trouble when you walked in
So shame on me now
Flew me to places Id never been
Til you put me down oh
I knew you were trouble when you walked in
So shame on me now
Flew me to places Id never been
Now Im lying on the cold hard ground
Oh oh trouble trouble trouble
Oh oh trouble trouble trouble

And the saddest fear comes creeping in
That you never loved me or her or anyone or anything yeah

I knew you were trouble when you walked in
So shame on me now
Flew me to places Id never been
Til you put me down oh
I knew you were trouble when you walked in you were right there you were right there
So shame on me now
Flew me to places Id never been
Now Im lying on the cold hard ground
Oh oh trouble trouble trouble
Oh oh trouble trouble trouble

I knew you were trouble when you walked in
Trouble trouble trouble
I knew you were trouble when you walked in
Trouble trouble trouble

I dont know if you know who you are until you lose who you are
",80,2012-10-22,219720,False,0.622,0.469,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,4,198,495,68,7.279411764705882,"I think  I think over
It comes back flashes know
Its like kaleidoscope memories
It comes back But never does
I think part knew second I saw would happen
Its really anything said anything did
It feeling came along it
And crazy thing I dont know Im ever gonna feel way again
But I dont know I should
I knew world moved fast burned bright
But I thought devil pulling toward someone looks much like angel smiles you
Maybe knew saw me
I guess I lost balance
I think worst part wasnt losing him
It losing me

Once upon time mistakes ago
I sights got alone
You found found found me
I guess didnt care I guess I liked that
And I fell hard took step back
Without without without me

And hes long gone hes next me
And I realize blame me

Cause I knew trouble walked in
So shame now
Flew places Id never been
Til put oh
I knew trouble walked in
So shame now
Flew places Id never been
Now Im lying cold hard ground
Oh oh trouble trouble trouble
Oh oh trouble trouble trouble

No apologies Hell never see cry
Pretends doesnt know hes reason why
Youre drowning youre drowning youre drowning
Now I heard moved whispers street
A new notch belt Ill ever be
And I see I see I see

He long gone met me
And I realize joke yeah

I knew trouble walked in
So shame now
Flew places Id never been
Til put oh
I knew trouble walked in
So shame now
Flew places Id never been
Now Im lying cold hard ground
Oh oh trouble trouble trouble
Oh oh trouble trouble trouble

And saddest fear comes creeping in
That never loved anyone anything yeah

I knew trouble walked in
So shame now
Flew places Id never been
Til put oh
I knew trouble walked right right there
So shame now
Flew places Id never been
Now Im lying cold hard ground
Oh oh trouble trouble trouble
Oh oh trouble trouble trouble

I knew trouble walked in
Trouble trouble trouble
I knew trouble walked in
Trouble trouble trouble

I dont know know lose are
",179,10,2012,22
